term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,meaninglanguage1,meaning1,meaninglanguage2,meaning2
비닐이,플라스틱과 비닐이 너무 많이 생겨서 이제…,,,,,,,en,Vinyl,,
반찬도,가끔 제가 좋아하는 반찬도 사요.,,,,,,,en,side dish also,,
과일이나,과일이나 아이스크림 처럼 간단한 디저트…,,,,,,,en,Fruit or,,
종류도,…아이스크림 처럼 간단한 디저트 종류도 있어요,,,,,,,en,"kind , various",,
배달을,…사실 1 년 전까지 배달을 자주 시켜 먹었고,,,,,,,en,delivery,,
굽기만,…양념된 고기들이 많아서 사서 굽기만 하면 돼요.,,,,,,,en,Burning only,,
얼음팩도,얼음팩도 녹혀서 버려야 돼서 조금…,,,,,,,en,ice pack too,,
잘라놓고,그리고 파나 마늘은 미리 잘라놓고 얼려요.,,,,,,,en,Cut off,,
정도로,…제가 먹을 수 있을 정도로 조금만 만들어서 먹으려고 하고…,,,,,,,en,"adv.  to the extent,",,
늘고,…수 있고 요리 실력도 늘고 기분도 좋아요.,동사,늘다,동사,늘다,,,en,Increasing,,
브런치,브런치 카페에 가서 브런치를 먹거나…,,,,,,,en,brunch,,
마늘은,그리고 파나 마늘은 미리 잘라놓고 얼려요.,,,,,,,en,garlic 은,,
간단한,…하는 것보다는 술과 함께 간단한 음식을 먹어요,,,,,,,en,"간 단하다 simple , easy , brief",,
마시러,…저녁을 먹고 친구하고 술을 마시러 갈 때도 있어요,,,,,,,en,"For drinking, to (do) drinking, to (have a) drink",,
얼려놓고,…번에 많이 해서 냉동실에 얼려놓고 먹고 싶은 만큼 먹고…,,,,,,,en,Freeze,,
얼려요,…파나 마늘은 미리 잘라놓고 얼려요.,,,,,,,en,freeze it,,
녹혀서,얼음팩도 녹혀서 버려야 돼서 조금 귀찮아요,,,,,,,en,melted,,
버려야,얼음팩도 녹혀서 버려야 돼서 조금 귀찮아요,,,,,,,en,"abandon, give up",,
줄일,…집에서 요리를 하니까 식비도 줄일 수 있고 요리 실력도…,동사,줄이다,동사,줄이다,,,en,Reduce,,
냉동실에,…한 번에 많이 해서 냉동실에 얼려놓고 먹고 싶은 만큼…,,,,,,,en,In the freezer.,,
실력도,…줄일 수 있고 요리 실력도 늘고 기분도 좋아요.,,,,,,,en,"skill , ability",,
확실히,확실히 마트에 가서 장을 보고…,,,,,,,en,"surely, clearly",,
만큼,…냉동실에 얼려놓고 먹고 싶은 만큼 먹고 있어요.,,,,,,,en,"by, for, so as to",,
귀찮아요,…녹혀서 버려야 돼서 조금 귀찮아요,,,,,,,en,"귀찮은 adj. bothersome, boring, annoying; wearisom",,
마늘을,얼려놓은 파나 마늘을 요리할 때 사용하고 밥을…,,,,,,,en,Garlic,,
술과,그때는 식사를 하는 것보다는 술과 함께 간단한 음식을 먹어요,,,,,,,en,Alcohol and,,
얼려놓은,얼려놓은 파나 마늘을 요리할 때…,,,,,,,en,frozen,,
기분도,…있고 요리 실력도 늘고 기분도 좋아요.,,,,,,,en,"기분 氣分 feelings, mood",,
파나,그리고 파나 마늘은 미리 잘라놓고 얼려요.,,,,,,,en,파=spring/green onion + 나(or),,
식비도,…보고 집에서 요리를 하니까 식비도 줄일 수 있고 요리…,,,,,,,en,Food cost,,
시켰어요,…심할 때는 배달을 많이 시켰어요.,동사,시키다,동사,시키다,,,en,"force , order ( tell) get ( to do)  , make",,
배달할,그래서 마트에서 식료품을 사서 배달할 수도 있어요.,,,,,,,en,make a delivery,,
배달,한국에는 배달 서비스가 정말 잘 되어…,,,,,,,en,delivery,,
배달시켰는데,예전에는 인터넷으로 식료품을 사서 배달시켰는데 배달비도 비싸고,,,,,,,en,I delivered,,
배달비도,…인터넷으로 식료품을 사서 배달시켰는데 배달비도 비싸고,,,,,,,en,delivery fee,,
비싸고,…식료품을 사서 배달시켰는데 배달비도 비싸고,,,,,,,en,expensive and,,
상태가,…직접 볼 수 없으니까 상태가 안 좋은 야채나 과일을…,,,,,,,en,"n. condition, situation, state, position",,
심할,코로나가 정말 심할 때는 배달을 많이 시켰어요.,,,,,,,en,Severe,,
시키면,"그런데 배달을 시키면 종이, 플라스틱, 비닐이 정말…",동사,시키다,동사,시키다,,,en,"make someone do , get someone to do ,  order   + IF",,
얼음팩이,그리고 신선해야 하기 때문에 얼음팩이 같이 오기 때문에,,,,,,,en,ice pack,,
신선해야,그리고 신선해야 하기 때문에 얼음팩이 같이…,,,,,,,en,Must be fresh,,
좋아져요,매운 음식을 먹으면 기분이 좋아져요,,,,,,,en,become good,,
고향에,곧 고향에 갈 거예요 이렇게 말했어요.,,,,,,,en,hometown,,
보려고,…다른 기념일에 대해 이야기해 보려고 해요.,,,,,,,en,in order to see,,
서운해할,남자친구나 여자친구가 서운해할 수 있어요.,,,,,,,en,"서운해하다
be sorry, be saddened by, miss, be displeased at, feel mistreated at, feel the unfairness",,
편지나,"아이들은 부모님께 편지나 꽃을 드리지만,",,,,,,,en,letter 나,,
위한,그리고 또 이렇게 연인을 위한 날이 있어요.,,,,,,,en,v.  do for the sake of,,
놀이공원에,이때 놀이공원에 가는 가족이 많아요.,,,,,,,en,Amusement Park,,
가족의,한국에서 설날이 가족의 날이에요.,,,,,,,en,Family,,
날이에요,한국에서 크리스마스는 커플들의 날이에요.,,,,,,,en,"day, weather, edge",,
사탕을,화이트데이에는 남자가 여자에게 사탕을 줘요.,,,,,,,en,Candy,,
줄,그리고 동현이는 프랑스어를 할 줄 몰라요.,동사,주다,동사,주다,,,en,Do,,
사탕이나,"그때 남자친구가 사탕이나 선물을 주고,",,,,,,,en,Candy,,
보낼,…프랑스에서 가족하고 함께 시간을 보낼 때가 많아요.,동사,보내다,보내다,동사,,,en,send,,
남자친구뿐만,"가끔 남자친구뿐만 아니라,",,,,,,,en,Not just boyfriends,,
연인들에게,그리고 연인들에게 특별한 날이에요.,,,,,,,en,To lovers,,
드리지만,"아이들은 부모님께 편지나 꽃을 드리지만,",,,,,,,en,give +지 +만,,
나라마다,"나라마다 다 다르지만,",,,,,,,en,From country to country,,
일인데,"발렌타인데이는 2 월 14 일인데,",,,,,,,en,Happened; was work,,
숫자가,숫자가 빼빼로처럼 길게 생겨서 빼빼로…,,,,,,,en,"a figure, a number",,
뿐만,"이렇게 연인들을 위한 기념일 뿐만 아니라,",,,,,,,en,"only, solely",,
기념일은,다른 재미있는 기념일은 발렌타인데이인 것 같아요.,,,,,,,en,Anniversary,,
연인들을,"이렇게 연인들을 위한 기념일 뿐만 아니라,",,,,,,,en,Lovers,,
수다도,카페에서 커피와 케이크를 먹으면서 수다도 떨고 사진도 찍었어요,,,,,,,en,"prattle, chatter (also)",,
나라에는,여러분의 나라에는 어떤 기념일이 있어요?,,,,,,,en,in country,,
서점에,그리고 친구하고 서점에 갔어요,,,,,,,en,bookstore +에,,
선생님께,…날에 학교에서 친구들하고 같이 선생님께 편지를 쓰거나 파티를 해요.,,,,,,,en,teacher 께,,
드릴,선물을 드리거나 돈을 드릴 때도 있어요.,동사,드리다,동사,드리다,,,en,드리다 - to give (humble),,
기념일에,그래서 오늘 여러분과 기념일에 대해 이야기하고 싶어요.,,,,,,,en,On the anniversary,,
여러분과,그래서 오늘 여러분과 기념일에 대해 이야기하고 싶어요.,,,,,,,en,With you,,
기념일인데,같은 기념일인데 다른 것을 하는 게…,,,,,,,en,It's an anniversary,,
떨고,…커피와 케이크를 먹으면서 수다도 떨고 사진도 찍었어요,동사,떨다,동사,떨다,,,en,"shake, shiver, tremble",,
연인을,그리고 또 이렇게 연인을 위한 날이 있어요.,,,,,,,en,Lovers,,
부모님께,이 날에 보통 부모님께 선물을 드려요.,,,,,,,en,To my parents,,
생겨서,플라스틱과 비닐이 너무 많이 생겨서 이제 밀키트를 잘 안…,,,,,,,en,"suddenly came up , suddenly have",,
휴일이에요,이 날은 휴일이에요.,,,,,,,en,public holiday,,
드리거나,선물을 드리거나 돈을 드릴 때도 있어요.,,,,,,,en,give or,,
성인이,성인이 되면 돈을 드릴 때가…,,,,,,,en,Adults,,
식당에도,…아이들과 맛있는 음식을 먹어서 식당에도 사람이 정말 많아요.,,,,,,,en,Even in the restaurant,,
어버이는,어버이는 엄마와 아빠예요.,,,,,,,en,parent,,
어버이날은,어버이날은 쉬는 날이 아니에요.,,,,,,,en,parent’s day,,
날도,가족들을 위한 날도 있어요.,,,,,,,en,day too,,
드려요,…날에 보통 부모님께 선물을 드려요.,동사,드리다,동사,드리다,,,en,give,,
스승은,스승은 선생님이에요.,,,,,,,en,"mentor , teacher , master",,
어버이날이에요,5 월 8 일은 어버이날이에요.,,,,,,,en,parent’s day,,
중요한,한국에 중요한 기념일이 많아요.,,,,,,,en,"important , significant",,
그것에,그리고 그것에 대해 이야기하는 것도 재미있었어요.,,,,,,,en,It,,
스승의,5 월 15 일은 스승의 날이에요.,,,,,,,en,teacher + 의,,
쓰거나,…친구들하고 같이 선생님께 편지를 쓰거나 파티를 해요.,,,,,,,en,"write , compose , use , wear",,
구경하고,서점에서 구경하고 책을 샀어요,동사,구경하다,동사,구경하다,,,en,sightseeing,,
행사가,…동안 코로나 때문에 이런 행사가 없었어요.,,,,,,,en,"event, function",,
살지만,저는 혼자 살지만 부모님 집이 가까워요,,,,,,,en,I live,,
어색하지,…친구와 자주 연락해서 생각보다 어색하지 않았어요,,,,,,,en,어색하다 語塞- awkward,,
연락해서,하지만 저는 친구와 자주 연락해서 생각보다 어색하지 않았어요,,,,,,,en,"contact (전화) call, contact, get[keep] in touch (with) (전화하다) call",,
이야기하려고,오늘은 주말에 대해서 이야기하려고 해요,,,,,,,en,I want to talk.,,
반가웠어요,친구랑 정말 오랜만에 만나서 반가웠어요,,,,,,,en,was happy,,
어색할,오랜만에 친구를 만나서 조금 어색할 것 같았어요,,,,,,,en,awkward,,
서점에서,서점에서 구경하고 책을 샀어요,,,,,,,en,"( in the , at the, from the ) bookstore",,
돌잔치가,왜냐하면 친척 언니의 아이 돌잔치가 있었어요,,,,,,,en,A birthday party,,
친척,왜냐하면 친척 언니의 아이 돌잔치가 있었어요,,,,,,,en,Relative,,
언니의,왜냐하면 친척 언니의 아이 돌잔치가 있었어요,,,,,,,en,older[elder] sister (큰언니) big sister,,
돌아왔어요,그리고 버스를 타고 집에 돌아왔어요,동사,돌아오다,동사,돌아오다,,,en,"returned , came back",,
일찍부터,그런데 아이와 부모님은 아침 일찍부터 와서 준비를 해서 아이가…,,,,,,,en,from early,,
돌잔치는,돌잔치는 아이의 첫 번째 생일…,,,,,,,en,A birthday party,,
그런지,그래서 그런지 돌잔치를 시작했는데 아이가 자기…,,,,,,,en,its like that,,
돌잔치를,그래서 그런지 돌잔치를 시작했는데 아이가 자기 시작했어요,,,,,,,en,A birthday party,,
돌잔치,돌잔치 하는 곳이 조금 멀어서…,,,,,,,en,first-birthday party,,
아이와,최근에는 사실 아이와 함께 하는 여행이기 때문에(…,,,,,,,en,Children and,,
결혼식,"예를 들면 결혼식, 돌잔치, 생일 파티 같은…",,,,,,,en,結婚式、wedding (ceremony),,
돌잔치였어요,…시작한 후에 처음 가는 돌잔치였어요,,,,,,,en,It was a first birthday party,,
돌잔치에,돌잔치에 갔을 때 아이의 부모님이…,,,,,,,en,party,,
공,"…청진기, 실, 연필, 마이크, 공 등이 있어요",,,,,,,en,zero (eg in a phone number),,
자기,자기 부탁 한 가지를 들어달라는…,,,,,,,en,to sleep,,
연필,"보통 돈, 청진기, 실, 연필, 마이크, 공 등이 있어요",,,,,,,en,Pencil,,
벌,…미래에 아이가 돈을 많이 벌 거라고 생각해요,동사,벌다,동사,벌다,,,en,"earn (money), take in",,
등이,"…실, 연필, 마이크, 공 등이 있어요",,,,,,,en,Etc.,,
드리고,…아이 부모님께 선물이나 돈을 드리고,동사,드리다,동사,드리다,,,en,"give, provide",,
물건과,이렇게 그 물건과 관련된 직업을 가질 거라고…,,,,,,,en,Goods and,,
겨울이라서,…옷도 구경하고 요즘 한국이 겨울이라서 따뜻한 옷을 샀어요,,,,,,,en,because it's winter,,
잡으면,아이가 돈을 잡으면 미래에 아이가 돈을 많이…,동사,잡다,동사,잡다,,,en,"grab, catch 으면",,
행사라서,…믿는 건 아니지만 전통적인 행사라서 재미로 봐요,,,,,,,en,Because it's an event,,
기사를,요즘 환경에 대한 기사를 많이 읽고 있어요.,,,,,,,en,"report , artist , driver",,
미래에,아이가 돈을 잡으면 미래에 아이가 돈을 많이 벌…,,,,,,,en,About the future,,
정도만,또는 일주일에 두 번 정도만 먹으면 좋을 것 같아요.,,,,,,,en,程度] grade; degree;,,
예상하는,…관련된 직업을 가질 거라고 예상하는 거예요,,,,,,,en,Anticipated,,
청진기를,또는 청진기를 잡으면 의사가 될 거라고…,,,,,,,en,Stethoscope,,
사는,그래서 다른 나라에서 사는 것이 궁금해요.,,,,,,,en,"buy, live",,
계획을,여러분은 2023 년을 위한 계획을 세웠어요?,,,,,,,en,plan,,
연예인,"마이크는 가수나 연예인, 공은 운동선수가 될 거라고…",,,,,,,en,"celebrity, entertainer",,
가질,…그 물건과 관련된 직업을 가질 거라고 예상하는 거예요,동사,가지다,가지다,동사,,,en,"v.  have, take; bear, give",,
관련된,이렇게 그 물건과 관련된 직업을 가질 거라고 예상하는…,,,,,,,en,"be related to, be concerning, be associated with",,
믿는,정말 그렇게 믿는 건 아니지만 전통적인 행사라서…,,,,,,,en,Believe,,
가수나,"마이크는 가수나 연예인, 공은 운동선수가 될…",,,,,,,en,Singer,,
놀면,"저는' 놀면 뭐하니'와' 런닝맨',' 꼬꼬무'를 보는…",동사,놀다,동사,놀다,,,en,"play, frolic",,
공은,"마이크는 가수나 연예인, 공은 운동선수가 될 거라고 생각해요",,,,,,,en,The ball,,
운동선수가,"마이크는 가수나 연예인, 공은 운동선수가 될 거라고 생각해요",,,,,,,en,Athlete,,
손님들에게,아이 부모님들은 손님들에게 선물을 줘요,,,,,,,en,"customers, guests",,
전통적인,…그렇게 믿는 건 아니지만 전통적인 행사라서 재미로 봐요,,,,,,,en,traditional,,
재미로,…건 아니지만 전통적인 행사라서 재미로 봐요,,,,,,,en,For fun,,
해를,그렇게 바쁘게 한 해를 보내고 벌써 2023 년…,,,,,,,en,"the sun, year",,
늦은,이렇게 늦은 오후에 집에 와서 다음날…,,,,,,,en,Late,,
역사에,요즘 역사에 대한 다큐멘터리를 자주 보고…,,,,,,,en,history,,
즐거운,2022 년은 바빴지만 새롭고 즐거운 일이 많았어요.,,,,,,,en,"pleasant, joyful, cheerful",,
이천이십삼,여러분 안녕하세요. 벌써 이천이십삼 년이에요.,,,,,,,en,Two thousand twenty-three.,,
세제도,그리고 세제도 덜 사용하고 물 사용도…,,,,,,,en,Detergent,,
취미는,취미는 내가 좋아하는 거 예요.…,,,,,,,en,Hobbies,,
돌아와서,여행이 끝나고 한국으로 돌아와서 12 월까지 일이 많았어요.,,,,,,,en,"return , come[get, turn] back",,
제품을,…사용을 더 줄이고 비건 제품을 사용하려고 해요.,,,,,,,en,Products,,
영상도,…공부에 도움이 되는 재미있는 영상도 생각해 보려고 해요.,,,,,,,en,Video also,,
년에는,2022 년에는 옷을 덜 사고 음식물…,,,,,,,en,in year,,
뭐하니'와,"저는' 놀면 뭐하니'와' 런닝맨',' 꼬꼬무'를 보는 것을…",,,,,,,en,what are you doing + 와,,
매주,3 개월 동안 매주 두 번 프랑스어 학원에…,,,,,,,en,each week,,
목표는,여러분의 새해 목표는 뭐예요?,,,,,,,en,The goal,,
덜,2022 년에는 옷을 덜 사고 음식물 쓰레기도 줄이려고…,,,,,,,en,"less, fewer",,
늘어서,…공부하는 것보다 프랑스어가 많이 늘어서 좋았어요.,,,,,,,en,line up,,
오버워치라는,요즘 오버워치라는 게임이 재미있어서 그 게임을…,,,,,,,en,called overwatch,,
목표가,왜냐하면 목표가 있으면 더 열심히 공부할…,,,,,,,en,"(목적) goal, aim, target, purpose (사업·업무 등의) objective",,
